Taxon_FA,Genera,PhAname,Endemicity,non.endemic,SEN,Taxon,Familie,SIN,FAN,FHN,ZWN,WSN,ZDSF,T,Tv,K,Kv,L,Lv,F,Fv,W,R,Rv,N,Nv,S,M,H,Hv,D,Dv,LF,BD,WT,RO,KS,DA,VA,FS,MA,BZ,BZ.S,BZ.D,BS,MV,SU,DG,GI,GV,LR,EG,AE,EM,VE,CH,JU,JU1,JU2,MP,MP1,MP2,NA.,NA1,NA2,WA,EA,SA,SA1,SA2,SA3,PS,PS1,PS1_txt,PS2,PS2_txt,PS3,PS3_txt,BL,SL,TB,
Galium_pseudohelveticum,Galium,Galium pseudohelveticum,1,0,2569,Galium pseudohelveticum,Rubiaceae,179600,119.4.35,-,2798,-,ZDSF,1.5,I,3,I,5,I,3.5,I,1,5,I,2,I,,,1,I,5,I,h,w,NA,Rs,css,En,Kt,zw,,07-ao_t,7 8,2,,-,,2,,F5,2.5 3.3,-,I,1,=,,,,,,,,,,,,,,,,,3.311,NA,,NA,,3.311,Thlaspion rotundifolii,,,,
Galium_pusillum,Galium,Galium pusillum,0,1,2571,Galium pusillum,Rubiaceae,179800,119.4.37,-,2796,-,ZDSF,2.5,I,4,I,5,I,1.5,I,1,5,I,1,I,,,1,I,5,I,h,w,NA,Rs,css,En,Sr,zw,,06-ao_t,6 7 8,3,,1,,2,,F2,3.2 3.3 6.2 6.5,-,I,1,=,,,,,,,,,,,,,,,,,3.211,NA,,NA,,3.211,Potentillion caulescentis,f k m,,,
Galium_schultesii,Galium,Galium schultesii,0,1,2585,Galium schultesii,Rubiaceae,-,119.4.24,-,-,-,,3.5,I,4,I,3,I,2.5,II,2,3,I,3,I,,,3,I,5,II,g,s,NA,Rh,ccs,Ep En,Au,zw,,06-ao_t,6 7 8,3,,-,,2,e,D1b,6.7 7.4 9.1 9.2,-,I,1,=,,,,,,,,,,,,,,,,,14.733,NA,,NA,,14.733,Carpinion betuli,c k l,,,
Galium_tendae,Galium,Galium tendae,1,0,2540,Galium tendae,Rubiaceae,-,119.4.39,-,-,-,,1.5,I,3,I,5,I,2,I,1,2,I,1,I,,,1,I,5,I,h,w,NA,Rs,css,En,Sr,zw,,07-sept,7 8 9,3,,1,,2,,F2,3.2 3.3,-,I,1,=,,,,,,,,,,,,,,,,,3.2212,NA,,NA,,3.2212,Saxifragenion pedemontanae,k m,,,
Galium_timeroyi,Galium,Galium timeroyi,0,1,2572,Galium timeroyi,Rubiaceae,-,119.4.30,-,-,-,,3.5,II,3,I,4,II,2,I,1,4,II,2,I,,,3,I,5,I,h,w,NA,Rs,css,En,Sr,zw,r5,06-ao_t,6 7 8,3,,2,,2,,F2,6.2 7.3 9.1 9.2,-,I,1,=,,,,,,,,,,,,,,,,,9.1,NA,,NA,,9.1,Festuco-Brometea,m,,,
Galium_truniacum,Galium,Galium truniacum,1,0,2551,Galium truniacum,Rubiaceae,-,119.4.16,-,-,-,,2.5,I,4,I,5,I,2,I,1,5,I,2,I,,,1,I,5,I,c-h,s?,NA,Rs,css,En,Sr,zw,,06-ao_t,6 7 8,3,,1,,2,,F8,3.2 3.3,-,I,1,=,,,,,,,,,,,,,,,,,3.312,NA,,NA,,3.312,Petasition paradoxi,c i k,,,
Genista_hispanica,Genista,Genista hispanica,0,1,2601,Genista hispanica,Fabaceae,-,64.8.8,-,-,-,,4.5,II,4,I,4,II,2,II,2,4,II,2,I,,,3,I,5,II,z,i,NA,Wh,ccs,Au,Au Sr,zw,r10,04-sept,4 5 6 7 8 9,6,,-,,3,tg,E2b,6.2 7.3 9.1 9.3,-,I,2,=,,,,,,,,,,,,,,,,,12.412,NA,,NA,,12.412,Lavandulo-Genistion cinereae,k m,,,
Genista_januensis,Genista,Genista januensis,0,1,2602,Genista januensis,Fabaceae,-,64.8.2,-,-,-,,3.5,I,4,I,4,I,2,I,1,4,II,2,I,,m,3,I,5,I,z,w,NA,Wh,ccs,Au,Sr,zw,,05-juin,5 6,2,,-,,2,tg,D1b,3.2 6.2 7.1 9.1,-,I,2,=,,,,,,,,,,,,,,,,,14.212,NA,,NA,,14.212,Erico-Fraxinion orni,k m,,,
Genista_pulchella,Genista,Genista pulchella,0,1,2604,Genista pulchella,Fabaceae,-,64.8.5,-,-,-,,3.5,I,4,I,5,I,1.5,I,1,5,I,2,I,,,3,I,5,I,z,i,NA,Wh,css,Au,Sr,zw,,06-ao_t,6 7 8,3,,-,,2,tg,E2c,3.2 6.2,-,I,2,=,,,,,,,,,,,,,,,,,9.143,NA,,NA,,9.143,Genistion lobelii,m,,,
Genista_sericea,Genista,Genista sericea,0,1,2610,Genista sericea,Fabaceae,-,64.8.4,-,-,-,,4.5,I,4,I,5,II,1.5,I,1,5,I,2,I,,,1,I,5,I,z,w,NA,Wh,ccs,Au,Sr,zw,,05-juin,5 6,2,,-,,3,tg,E2a,3.1 3.2 6.2 7.3,-,I,2,=,,,,,,,,,,,,,,,,,9.12,NA,,NA,,9.12,Scorzonero-Chrysopogonetalia,k m,,,
Gentiana_prostrata,Gentiana,Gentiana prostrata,0,1,2649,Gentiana prostrata,Gentianaceae,184700,98.4.11,1516,2374,1289,ZDSF,1,I,3,I,4,I,2.5,I,1,4,II,4,I,,,3,I,5,I,t,s,NA,-,rss,Bo,Kv,zw,,07-ao_t,7 8,2,au,1,,1,h,B5,2.2 2.4 6.5,2,I,1,=,EN,-,-,-,-,-,-,-,-,-,-,EN,CR,-,CR,-,10.311,NA,,NA,,10.311,Oxytropido-Elynion,,679,,
Geum_heterocarpum,Geum,Geum heterocarpum,0,1,2697,Geum heterocarpum,Rosaceae,-,63.11.3,-,-,-,,2.5,I,4,I,4,II,2,I,1,4,II,2,I,,,1,I,5,I,h,w,NA,Rh,ccs,Ep,Sr,zw,,07-ao_t,7 8,2,,-,,2,,D1,2.4 3.2,-,I,2,=,,,,,,,,,,,,,,,,,4.131?,NA,,NA,,4.131?,Alysso-Sedion albi?,k m,,,
Globularia_alypum,Globularia,Globularia alypum,0,1,2719,Globularia alypum,Globulariaceae,-,115.1.2,-,-,-,,4.5,I,3,I,5,I,1,I,1,4,II,1,I,,,3,I,5,I,n-z,i,NA,Wh,ccs,Me,Kv,zw,,02-avr,2 3 4,3,,1,,2,tg,C2,2.9 3.2 3.3 7.3,-,I,2,=,,,,,,,,,,,,,,,,,12.411,NA,,NA,,12.411,Rosmarino-Ericion,k m,,,
Globularia_repens,Globularia,Globularia repens,0,1,2723,Globularia repens,Globulariaceae,-,115.1.4,-,-,-,,2.5,II,4,I,5,I,1,I,2,4,II,1,I,,,1,I,5,I,z,i,NA,Wh,css,Me,Kt,zw,,05-juil,5 6 7,3,,-,,3,tg,E2b,3.1 3.2 3.3 6.5,-,I,1,=,,,,,,,,,,,,,,,,,3.21,NA,,NA,,3.21,Potentilletalia caulescentis,k m,,,
Gypsophila_paniculata,Gypsophila,Gypsophila paniculata,0,1,2758,Gypsophila paniculata,Caryophyllaceae,193700,38.25.3,395,978,-,ZDSF,4.5,I,5,I,4,I,1.5,I,1,4,I,2,I,,,3,I,5,I,c,s,NA,Wv,css,Bo,Sr,zw,p9,06-sept,6 7 8 9,4,my me hm ve,-,,2,mg,B6a,2.2 2.9 3.1,3,I/N,5,<,(NT),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(DD),(NT),(DD),(DD),(DD),(DD),(DD),9.1,NA,,NA,,9.1,Festuco-Brometea,,,H,
Gypsophila_papillosa,Gypsophila,Gypsophila papillosa,1,0,2759,Gypsophila papillosa,Caryophyllaceae,-,38.25.2,-,-,-,,4.5,I,4,I,5,I,1.5,I,1,4,I,2,I,,,1,I,5,I,c,s,NA,Rs,css,Bo,Au Sr,zw,,08-sept,8 9,2,,-,,1,,F3d*,3.3 6.2,-,I,4,#REF!,,,,,,,,,,,,,,,,,9.131,NA,,NA,,9.131,Xerobromion,k m,,,
Hedysarum_boutignyanum,Hedysarum,Hedysarum boutignyanum,1,0,2768,Hedysarum boutignyanum,Fabaceae,-,64.41.4,-,-,-,,2,II,4,II,4,II,1.5,I,2,5,I,2,I,,,1,I,5,II,h,s,NA,Wv,ccs,Me,Sr,zw,,07-ao_t,7 8,2,,2,,2,,F2a,3.2 6.5 9.1,-,I,1,=,,,,,,,,,,,,,,,,,10.21,NA,,NA,,10.21,Seslerietalia caeruleae,k m,,,
Hedysarum_brigantiacum,Hedysarum,Hedysarum brigantiacum,1,0,2769,Hedysarum brigantiacum,Fabaceae,-,64.41.3,-,-,-,,2,I,4,I,4,II,2,I,1,4,II,2,I,,,1,I,5,I,h,s,NA,Wv,ccs,Me,Sr,zw,,07-ao_t,7 8,2,,2,,2,,F2,3.2 3.3 6.5,-,I,1,=,,,,,,,,,,,,,,,,,10.211,NA,,NA,,10.211,Seslerion caeruleae,,,,
Helianthemum_alpestre,Helianthemum,Helianthemum alpestre,0,1,2783,Helianthemum alpestre,Cistaceae,194300,48.3.5,531,2043,1073,ZDSF,1.5,I,4,I,5,I,2,I,1,5,I,2,I,,,3,I,5,I,z,i,NA,Wh,ccs,En,Sr,zw,p40,06-juil,6 7,2,,2,,3,e,E1,3.2 3.4 6.2 6.5,2,I,3,=,LC,NT,NT,-,-,-,-,LC,LC,LC,LC,LC,NT,NT,NT,-,10.211,10.211,Seslerion caeruleae,NA,,,,,,,
Helianthemum_hirtum,Helianthemum,Helianthemum hirtum,0,1,2774,Helianthemum hirtum,Cistaceae,-,48.3.1,-,-,-,,5,II,3,I,5,I,1,I,1,4,I,2,I,,,3,I,5,II,z,w,NA,Wh,ccs,En,Sr,zw,,06-juil,6 7,2,,-,,3,,C2a,6.1 6.2 7.3,-,I,2,=,,,,,,,,,,,,,,,,,12.4,NA,,NA,,12.4,Rosmarinetea,k m,,,
Helianthemum_italicum,Helianthemum,Helianthemum italicum,0,1,2785,Helianthemum italicum,Cistaceae,194700,48.3.6,-,2042,-,ZDSF,4.5,I,4,I,5,I,1.5,I,1,4,I,2,I,,,3,I,5,I,z,i,NA,Wh,ccs,En,Sr,zw,p25,05-juin,5 6,2,,2,,3,,D1,3.2 6.2 9.1,-,I,2,,,,,,,,,,,,,,,,,,9.14,NA,,NA,,9.14,Ononidetalia,f k m,,,
Helianthemum_lunulatum,Helianthemum,Helianthemum lunulatum,1,0,2775,Helianthemum lunulatum,Cistaceae,-,48.3.8,-,-,-,,2.5,II,4,I,5,I,1.5,I,1,5,I,2,I,,,3,I,5,I,z,w,NA,Wh,css,En,Sr,zw,,06-juil,6 7,2,,-,,3,,F2a*,3.2 6.2 6.5,-,I,1,=,,,,,,,,,,,,,,,,,3.2114,NA,,NA,,3.2114,Saxifragenion lingulatae,k m,,,
Helianthemum_salicifolium,Helianthemum,Helianthemum salicifolium,0,1,2786,Helianthemum salicifolium,Cistaceae,195500,48.3.4,530,2048,1072,ZDSF,4.5,I,4,I,4,I,1,I,1,3,I,2,I,,,3,I,5,I,t,s,NA,-,rrr,En,Kv,zw,,04-mai,4 5,2,au me,-,,1,,C2,3.1 6.1 6.2 7.3,6,I,2,,CR,-,-,-,-,-,-,-,-,-,CR,-,-,-,-,-,4.2,NA,,NA,,4.2,Tuberarietea guttatae,,,,
Helictotrichon_parlatorei,Helictotrichon,Helictotrichon parlatorei,1,0,2798,Helictotrichon parlatorei,Poaceae,196500,139.32.3,-,263,-,ZDSF,1.5,I,4,I,5,I,2,I,1,4,I,2,I,,,1,I,5,I,h,w,NA,Rs,css,Me,Au Sr,zw,,06-ao_t,6 7 8,3,an,2,,2,,F1,3.2 3.3 6.5 8.2,-,I,2,=,,,,,,,,,,,,,,,,,10.21,NA,,NA,,10.21,Seslerietalia caeruleae,c f k,694,,
Helictotrichon_petzense,Helictotrichon,Helictotrichon petzense,1,0,2811,Helictotrichon petzense,Poaceae,-,139.32.5,-,-,-,,2,I,4,I,5,I,2,I,1,5,I,2,I,,,3,I,5,I,h,t,NA,Rs,css,Me,Ho,zw,,06-ao_t,6 7 8,3,an,2,,3,,F4b*,3.2 6.5,-,I,1,=,,,,,,,,,,,,,,,,,10.2116,NA,,NA,,10.2116,Caricenion austroalpinae,c m,,,
Helictotrichon_praeustum,Helictotrichon,Helictotrichon praeustum,1,0,2803,Helictotrichon praeustum,Poaceae,196600,139.30.10.1,-,-,-,ZDSF,2.5,I,4,I,4,I,2,I,1,4,II,2,I,,,3,I,5,I,h,t,NA,Rs,css,Me,Sr,zw,,06-ao_t,6 7 8,3,an,2,,2,,F7,3.2 3.3 6.2 6.5,-,I,2,,,,,,,,,,,,,,,,,,9.1221,NA,,NA,,9.1221,Hypochoeridenion maculatae,c m,,,
Helictotrichon_sedenense,Helictotrichon,Helictotrichon sedenense,0,1,2809,Helictotrichon sedenense,Poaceae,196900,139.32.2,-,265,-,ZDSF,2,I,4,I,3,II,2,I,1,4,I,2,I,,,3,I,5,I,h,t,NA,Rs,css,Me,Au Ho,zw,,06-ao_t,6 7 8,3,an,2,,2,,E2b,3.2 3.3 6.2 6.5,-,I,1,=,,,,,,,,,,,,,,,,,10.21,NA,,NA,,10.21,Seslerietalia caeruleae,f k m,694,,
Helictotrichon_sempervirens,Helictotrichon,Helictotrichon sempervirens,1,0,2812,Helictotrichon sempervirens,Poaceae,197000,139.32.6,-,264,-,ZDSF,2,I,5,I,4,I,1.5,I,1,5,I,2,I,,,3,I,5,I,h,t,NA,Rs,css,Me,Ho,zw,,06-ao_t,6 7 8,3,an,2,,3,,F2a,3.2 3.3 6.2 6.5,-,I,1,=,,,,,,,,,,,,,,,,,9.142,NA,,NA,,9.142,Avenion sempervirentis,f k m,,,
Helictotrichon_setaceum,Helictotrichon,Helictotrichon setaceum,1,0,2813,Helictotrichon setaceum,Poaceae,-,139.32.4,-,-,-,,2.5,I,4,I,3,I,2,I,1,5,I,2,I,,,1,I,5,I,h,t,NA,Rs,css,Me,Ho,zw,,06-ao_t,6 7 8,3,an,2,,3,,F2a,3.2 3.4 6.5,-,I,1,=,,,,,,,,,,,,,,,,,9.142,NA,,NA,,9.142,Avenion sempervirentis,k,,,
Helleborus_odorus,Helleborus,Helleborus odorus,0,1,2823,Helleborus odorus,Ranunculaceae,-,19.1.3,-,-,-,,4,II,4,I,2,II,2,I,1,4,II,3,I,,,3,I,5,I,g,w,NA,Rh Wd,ccs,My,Sr,zw,,02-avr,2 3 4,3,,-,,2,gg h,E2c,6.7 7.4 9.2 9.3,-,I/N,2,=,,,,,,,,,,,,,,,,,14.7,NA,,NA,,14.7,Carpino-Fagetea,k m,546,H,
Helleborus_viridis,Helleborus,Helleborus viridis,0,1,2827,Helleborus viridis,Ranunculaceae,197500,19.1.2,118,1124,349,ZDSF,3.5,II,2,I,2,I,3,I,1,4,I,3,I,,,5,I,5,I,g,t,NA,Rh Wd,ccs,My,Sr,zw,p10,02-avr,2 3 4,3,hm,-,,3,gg h,E3b,2.3 2.6 7.4 9.2,1,I,2,,NT,EN,EN,-,VU,RE,VU,NT,RE,NT,-,CR,NT,NT,-,-,14.731 14.811 14.812,14.731,Fagion sylvaticae,14.811,Quercion pubescenti-sessiliflorae,14.812,Fraxino orni-Ostryion carpinifoliae,,,,
Heracleum_pumilum,Heracleum,Heracleum pumilum,1,0,2835,Heracleum pumilum,Apiaceae,-,97.56.1,-,-,-,,2.5,I,3,I,5,I,2.5,I,1,5,I,2,I,,,1,I,5,I,h,s,NA,Wv,css,Me En,Sr,ve,,06-ao_t,6 7 8,3,,2,,2,mg,F2a,3.2 3.3,-,I,1,=,,,,,,,,,,,,,,,,,3.31,NA,,NA,,3.31,Thlaspietalia rotundifolii,m,,,
Herniaria_alpina,Herniaria,Herniaria alpina,0,1,2844,Herniaria alpina,Caryophyllaceae,199200,38.15.1,318,1083,293,ZDSF,1,I,4,I,5,I,2.5,I,1,3,I,2,I,,,1,I,5,I,c,w,NA,Rs,crs,Me,Po,ve zw,,07-ao_t,7 8,2,au,-,,2,,E3,3.2 3.3,2,I,1,=,LC,-,-,-,-,-,-,-,-,-,LC,EN,VU,VU,-,-,3.331 10.211,3.331,Drabion hoppeanae,10.211,Seslerion caeruleae,,,,,,
Herniaria_glabra,Herniaria,Herniaria glabra,0,1,2845,Herniaria glabra,Caryophyllaceae,199300,38.15.2,317,1081,294,ZDSF,4.5,I,4,I,5,I,1.5,I,1,3,I,3,I,,m,3,I,5,I,k-t,s w,NA,-,rrr,Me En,Kt,ve zw,p13,06-ao_t,6 7 8,3,au my hm ca,-,,3,h,B6a,2.1 2.2 2.5 3.1,3,I/N,5,<,LC,VU,EN,VU,NT,NT,NT,NT,EN,NT,LC,NT,VU,VU,-,VU,4.1,NA,,NA,,4.1,Koelerio-Corynephoretea,,,,
Herniaria_hirsuta,Herniaria,Herniaria hirsuta,0,1,2846,Herniaria hirsuta,Caryophyllaceae,199400,38.15.4,319,1082,295,ZDSF,4.5,I,4,I,4,I,1.5,I,1,3,I,4,I,s,,3,I,5,I,c-t,s w,NA,-,rrr,Me,Kt,ve zw,p12,07-sept,7 8 9,3,au,-,,3,h,C2,2.1 2.2 2.5 3.1,3,I/N,5,<,VU,EN,EN,RE,VU,EN,VU,EN,RE,EN,EN,-,EN,EN,-,RE,4.1,NA,,NA,,4.1,Koelerio-Corynephoretea,,,,
Herniaria_incana,Herniaria,Herniaria incana,0,1,2847,Herniaria incana,Caryophyllaceae,199500,38.15.3,-,1084,-,ZDSF,4.5,I,5,I,4,I,1,I,1,4,I,4,I,,,1,I,5,I,c,w,NA,Wv,crr,Me,Po,ve zw,,07-ao_t,7 8,2,au? en,-,,3,,C2,3.1 3.2 3.3 6.2,-,N,3,=,,,,,,,,,,,,,,,,,9.113,NA,,NA,,9.113,Stipo-Poion xerophilae,f k m,,,
Hesperis_laciniata,Hesperis,Hesperis laciniata,0,1,2848,Hesperis laciniata,Brassicaceae,-,54.12.2,-,-,-,,4,I,4,I,4,I,1.5,I,1,4,II,2,I,,,3,I,5,I,k-t,t,NA,Wv,ccs,Bo,Kv,zw,,05-juil,5 6 7,3,,2,,2,e,D1,3.2 3.3,-,I,2,=,,,,,,,,,,,,,,,,,3.211,NA,,NA,,3.211,Potentillion caulescentis,k m,,,
Heteropogon_contortus,Heteropogon,Heteropogon contortus,0,1,2859,Heteropogon contortus,Poaceae,199700,139.83.1,2816,162,2362,ZDSF,5,I,4,I,5,I,1,I,1,3,I,2,I,,,3,I,5,I,h,t,NA,Rs,crs,Me,Ho,zw,,07-oct,7 8 9 10,4,an?,2,,1,,A0,2.2 3.1 3.2 6.2,6,A,2,,VU,-,-,-,-,-,-,-,-,-,-,-,VU,VU,-,-,9.114,NA,,NA,,9.114,Diplachnion,,,,
Hieracium_alpicola,Hieracium,Hieracium alpicola,0,1,2863,Hieracium alpicola,Asteraceae,199800,124.99.9,2351,3340,1991,ZDSF,1,I,3,I,4,I,3,I,1,2,I,1,I,,,1,I,5,I,h,w,NA,Rh,crs,Me,Sr,fa,,07-ao_t,7 8,2,ap,2,,1,e,E4,3.2 3.3 6.5,2,I,1,=,VU,-,-,-,-,-,-,-,-,-,VU,-,-,-,-,-,10.4,NA,,NA,,10.4,Juncetea trifidi,,,,
Hieracium_amplexicaule,Hieracium,Hieracium amplexicaule,0,1,2865,Hieracium amplexicaule,Asteraceae,200000,124.99.31,2369,3347,2009,ZDSF,2.5,II,4,I,4,I,2,I,1,3,I,2,I,,,1,I,5,I,h,w,NA,Rh,crs,Me,Sr,fa oa,,06-ao_t,6 7 8,3,??,-,,1,e,E1,3.2 3.3 6.5,3,I,1,=,LC,LC,LC,EN,EN,EN,EN,LC,LC,LC,LC,LC,LC,LC,LC,LC,3.2,NA,,NA,,3.2,Asplenietea trichomanis,,,,
Hieracium_bupleuroides,Hieracium,Hieracium bupleuroides,0,1,2908,Hieracium bupleuroides,Asteraceae,200700,124.99.43,2367,3360,2011,ZDSF,2.5,I,4,I,4,I,2,II,2,5,I,2,I,,,1,I,5,I,h,w,NA,Rh,css,Me,Sr,oa,,07-ao_t,7 8,2,my me,-,,2,e,E4,3.2 3.3 6.5 7.4,3,I,1,=,LC,NT,NT,-,EN,-,EN,LC,LC,LC,LC,LC,NT,NT,NT,RE,3.211,NA,,NA,,3.211,Potentillion caulescentis,,,,
Hieracium_caesium,Hieracium,Hieracium caesium,0,1,2886,Hieracium caesium,Asteraceae,-,124.99.19,-,-,-,,3,II,3,I,4,II,2,I,1,4,I,2,I,,,3,I,5,II,h,w,NA,Rh,crs,Me,Sr,fa oa,,05-ao_t,5 6 7 8,4,,2,,2,e,D5,3.2 3.3 6.2 9.1,-,I,2,=,,,,,,,,,,,,,,,,,10.211,NA,,NA,,10.211,Seslerion caeruleae,,,,
Hieracium_glaucum,Hieracium,Hieracium glaucum,0,1,2909,Hieracium glaucum,Asteraceae,201600,124.99.35,2368,3359,2012,ZDSF,2.5,I,4,I,5,I,2,I,2,4,I,2,I,,,1,I,5,I,h,w,NA,Rh,css,Me,Sr,fa oa,,07-sept,7 8 9,3,,-,,2,e,E4,3.2 3.3 6.2 9.1,3,I,1,=,LC,DD,DD,-,EN,CR,EN,NT,VU,NT,VU,LC,VU,VU,-,-,3.362,NA,,NA,,3.362,Stipion calamagrostis,,,,
Hieracium_humile,Hieracium,Hieracium humile,0,1,2882,Hieracium humile,Asteraceae,201800,124.99.30,2370,3348,2008,ZDSF,2.5,II,3,I,4,I,2,I,1,5,I,2,I,,,1,I,5,I,h,w,NA,Rh,css,Me,Sr,oa,,06-ao_t,6 7 8,3,??,-,,1,e,E1,3.2 3.3 6.2,3,I,1,=,LC,LC,LC,-,CR,CR,CR,LC,LC,LC,LC,LC,NT,NT,NT,RE,3.211,3.211,Potentillion caulescentis,NA,,,,,,,
Hieracium_lawsonii,Hieracium,Hieracium lawsonii,0,1,2871,Hieracium lawsonii,Asteraceae,202400,124.99.23,-,3355,-,ZDSF,1.5,I,3,I,4,I,3,I,1,3,I,2,I,,,1,I,5,I,h,s,NA,Rh,crs,Me,Sr,fa oa,,06-ao_t,6 7 8,3,,2,,2,e,E3,3.2 3.3,-,I,1,=,,,,,,,,,,,,,,,,,3.21,NA,,NA,,3.21,Potentilletalia caulescentis,f k,,,
Hieracium_piliferum,Hieracium,Hieracium piliferum,0,1,2896,Hieracium piliferum,Asteraceae,203105,124.99.26,2363,3342,-,ZDSF,1,I,4,I,5,I,2,I,1,2,I,2,I,,,3,I,5,I,h,w,NA,Rh,css,Me,Sr,fa oa,,07-ao_t,7 8,2,??,-,,1,e,E1,3.2 3.3 6.5 7.1,2,I,1,=,LC,-,-,-,-,-,-,LC,LC,LC,LC,LC,LC,LC,LC,LC,10.421 10.412 10.411,10.421,Festucion variae,10.412,Nardion strictae,10.411,Caricion curvulae,c k,,,
Hieracium_porrifolium,Hieracium,Hieracium porrifolium,0,1,2910,Hieracium porrifolium,Asteraceae,203700,124.99.33,-,3358,-,ZDSF,4,II,5,I,5,I,2,I,2,5,I,2,I,,,1,I,5,I,h,w,NA,Rh,css,Me,Sr,zw,,07-sept,7 8 9,3,,-,,2,e,E2c,2.5 3.2 3.3 6.2,-,I,1,=,,,,,,,,,,,,,,,,,3.211,NA,,NA,,3.211,Potentillion caulescentis,,,,
Hieracium_pseudopilosella,Hieracium,Hieracium pseudopilosella,0,1,2904,Hieracium pseudopilosella,Asteraceae,-,124.99.6,-,-,-,,4.5,II,3,I,4,I,1.5,I,1,3,II,2,I,,,3,I,5,I,h,w,NA,Rh,crs,Me,Ao,fa?,,05-ao_t,5 6 7 8,4,,3,,3,e,E2,2.5 3.1 6.2,-,I,1,=,,,,,,,,,,,,,,,,,9.131,NA,,NA,,9.131,Xerobromion,,,,
Hieracium_schmidtii,Hieracium,Hieracium schmidtii,0,1,2891,Hieracium schmidtii,Asteraceae,204700,124.99.22,2361,3354,2001,ZDSF,3.5,I,4,I,4,I,1.5,I,1,2,I,2,I,,,3,I,5,I,h,w,NA,Rh,crs,Me,Sr,oa,,05-juil,5 6 7,3,,2,,2,e,D5,3.2 3.3 6.2,6,I,1,*,NT,EN,EN,-,-,-,-,EN,EN,-,NT,EN,EN,EN,-,-,3.22,NA,,NA,,3.22,Androsacetalia vandellii,,,,
Hieracium_staticifolium,Hieracium,Hieracium staticifolium,0,1,2913,Hieracium staticifolium,Asteraceae,205000,124.99.1,2343,3326,1984,ZDSF,2.5,I,4,I,4,I,2,I,2,4,II,2,I,,,1,I,5,I,h,w,NA,Rh,crs,Me Hy,Au,zw,p3,07-ao_t,7 8,2,le my me,-,,2,e,E4,2.5 3.2 3.3 9.1,3,I,1,*,LC,-,-,-,EN,EN,EN,LC,LC,NT,LC,LC,NT,NT,RE,NT,3.351 3.312,3.351,Epilobion fleischeri,3.312,Petasition paradoxi,,,,,,
Hyoscyamus_albus,Hyoscyamus,Hyoscyamus albus,0,1,2979,Hyoscyamus albus,Solanaceae,-,101.5.2,-,-,-,,4.5,I,3,I,4,I,1.5,I,1,NA,-,5,I,s,,1,I,5,I,k,t,NA,Wv,crs,Bo,Kv,zw,,04-ao_t,4 5 6 7 8,5,au,-,,1,gg h,C2,2.2 3.2 3.3,-,I/A,4,,,,,,,,,,,,,,,,,,2.34,NA,,NA,,2.34,Sisymbrietalia,k m,,,
Hyoseris_radiata,Hyoseris,Hyoseris radiata,0,1,2981,Hyoseris radiata,Asteraceae,-,124.77.1,-,-,-,,5,I,3,I,5,I,1.5,II,2,NA,-,2,I,s,,1,I,5,I,h,t,NA,Wv,crr,Me,Sr,ve,,04-nov,4 5 6 7 8 9 10 11,8,me,-,,1,e,C2,2.1 2.2 3.2 6.2,-,I,3,,,,,,,,,,,,,,,,,,4.2,NA,,NA,,4.2,Tuberarietea guttatae,k m,,,
Hypericum_coris,Hypericum,Hypericum coris,0,1,2986,Hypericum coris,Hypericaceae,210100,42.1.4,504,2020,1030,ZDSF,3,I,4,I,4,I,2,I,1,5,I,2,I,,,1,I,5,I,z,i,NA,Rh,css,Bo,Sr,zw,p44,06-juil,6 7,2,,-,,3,mg,E2d,3.2 3.4 6.2 6.5,2,I,1,=,VU,-,-,-,-,-,-,VU,-,VU,-,-,-,-,-,-,3.211,NA,,NA,,3.211,Potentillion caulescentis,,,,
Hypericum_nummularium,Hypericum,Hypericum nummularium,0,1,2994,Hypericum nummularium,Hypericaceae,211000,42.1.7,-,2029,-,ZDSF,2.5,I,2,I,4,I,3.5,I,1,5,I,2,I,,,3,I,5,I,z,t?,NA,Rs,css,Bo,Sr,zw,d,07-sept,7 8 9,3,,-,,2,mg,E3a,3.2 3.3,-,I,2,=,,,,,,,,,,,,,,,,,3.212,NA,,NA,,3.212,Cystopteridion fragilis,f k m,,,
Hypericum_richeri,Hypericum,Hypericum richeri,0,1,3006,Hypericum richeri,Hypericaceae,211400,42.1.11.1,495,2030,1034,ZDSF,2.5,I,2,I,3,I,3,I,1,5,I,3,I,,,3,I,5,I,z,t,NA,Rh,css,Bo,Au,zw,r3,06-ao_t,6 7 8,3,,-,,2,mg,E2d,3.3 3.4 7.2 7.4,2,I,1,=,VU,VU,VU,-,-,-,-,EN,EN,-,EN,-,-,-,-,-,10.421,10.421,Festucion variae,NA,,,,,,,
Iberis_aurosica,Iberis,Iberis aurosica,1,0,3024,Iberis aurosica,Brassicaceae,-,54.52.4,-,-,-,,2,I,4,I,5,I,2,I,1,5,I,1,II,,,1,I,5,I,h,w,NA,-,rss,Me,Sr,zw,,07-ao_t,7 8,2,,-,,1,e,F2a*,2.5 3.3 6.5,-,I,1,=,,,,,,,,,,,,,,,,,3.311,NA,,NA,,3.311,Thlaspion rotundifolii,k m,,,
