Taxon_FA,Genera,PhAname,Endemicity,non.endemic,SEN,Taxon,Familie,SIN,FAN,FHN,ZWN,WSN,ZDSF,T,Tv,K,Kv,L,Lv,F,Fv,W,R,Rv,N,Nv,S,M,H,Hv,D,Dv,LF,BD,WT,RO,KS,DA,VA,FS,MA,BZ,BZ.S,BZ.D,BS,MV,SU,DG,GI,GV,LR,EG,AE,EM,VE,CH,JU,JU1,JU2,MP,MP1,MP2,NA.,NA1,NA2,WA,EA,SA,SA1,SA2,SA3,PS,PS1,PS1_txt,PS2,PS2_txt,PS3,PS3_txt,BL,SL,TB,
Erica_cinerea,Erica,Erica cinerea,0,1,2178,Erica cinerea,Ericaceae,152450,57.1.2,-,-,-,ZDSF,4,I,2,I,5,I,2,I,1,2,I,1,I,,,3,I,5,I,n-z,i,NA,Wh,ccs,Bo Me,Sr,zw,,06-juil,6 7,2,me my ps,-,,3,e,D2,7.1 7.3 7.4 7.6,-,I,2,,,,,,,,,,,,,,,,,,12.2,NA,,NA,,12.2,Calluno-Ulicetea,k m,,,
Erigeron_gaudinii,Erigeron,Erigeron gaudinii,0,1,2196,Erigeron gaudinii,Asteraceae,154400,124.6.5,2049,3147,1736,ZDSF,2,I,4,I,4,I,1.5,I,1,3,I,2,I,,,1,I,5,I,h,s,NA,Rh,crs,Me,Sr,ve,,07-ao_t,7 8,2,en,2,,2,,F1,3.2 3.3 6.5,2,I,2,=,LC,-,-,-,-,-,-,NT,VU,NT,LC,LC,NT,NT,EN,-,3.221,NA,,NA,,3.221,Androsacion vandellii,,,,
Erigeron_karvinskianus,Erigeron,Erigeron karvinskianus,0,1,2197,Erigeron karvinskianus,Asteraceae,154600,124.6.2,2047,3140,1733,ZDSF,5,I,2,I,4,I,1.5,I,3,4,I,2,I,,,1,I,5,I,c-h,w,NA,Rs,rss,Me At,Sr,ve,p4,04-nov,4 5 6 7 8 9 10 11,8,,-,,2,,A2a,2.9 3.2,3,N,4,<,(LC),(NT),(NT),-,(NT),(NT),(VU),(LC),(LC),(NT),-,-,(LC),(LC),-,-,3.24,NA,,NA,,3.24,Parietarietalia judaicae,,,,
Erodium_pilosum,Erodium,Erodium pilosum,0,1,2213,Erodium pilosum,Geraniaceae,156300,93.2.6,1392,1906,952,ZDSF,4.5,I,4,I,5,I,2,I,1,3,I,3,I,s,,1,I,5,I,t,w s,NA,-,rrr,Au Ep,Kv,ve-di,,06-ao_t,6 7 8,3,,2,,2,e,D2,3.1 6.2,7,I,3,=,EN,-,-,-,RE,-,RE,CR,-,CR,EN,-,-,-,-,-,4.131,NA,,NA,,4.131,Alysso-Sedion albi,,,,
Erodium_rodiei,Erodium,Erodium rodiei,1,0,2216,Erodium rodiei,Geraniaceae,-,93.2.4,-,-,-,,3.5,I,3,I,5,I,1,I,1,5,I,2,I,,,1,I,5,I,h,t?,NA,-,rrr,Au Ep,Kv,zw,,05-juil,5 6 7,3,,-,,1,,F2a,3.2 3.3 6.2,-,I,1,=,,,,,,,,,,,,,,,,,9.14,NA,,NA,,9.14,Ononidetalia,k m,,,
Erysimum_aurantiacum,Erysimum,Erysimum aurantiacum,1,0,2245,Erysimum aurantiacum,Brassicaceae,-,54.11.3,-,-,-,,3.5,I,3,I,5,I,1.5,I,1,4,II,2,I,,,1,I,5,I,h,w,NA,Wv,crs,Bo,Sr,zw,,06-juil,6 7,2,,-,,2,tg,F3d,3.2 3.3 6.2,-,I,1,=,,,,,,,,,,,,,,,,,9.1,NA,,NA,,9.1,Festuco-Brometea,k,,,
Erysimum_cheiri,Erysimum,Erysimum cheiri,0,1,2233,Erysimum cheiri,Brassicaceae,157500,54.11.1,621,1426,480,ZDSF,4.5,I,3,I,4,I,2,II,2,4,I,3,I,s,,1,I,5,I,c,w,NA,Wh,rss,Bo,Sr,zw,p4,03-juin,3 4 5 6,4,au me my hm,-,,2,gg,C2b,2.9 3.2,7,Jn,3,=,LC,LC,LC,-,VU,VU,VU,NT,NT,VU,NT,-,VU,VU,-,-,3.241,NA,,NA,,3.241,Centrantho rubri-Parietarion,,,H,
Erysimum_ochroleucum,Erysimum,Erysimum ochroleucum,0,1,2251,Erysimum ochroleucum,Brassicaceae,158200,54.11.9,623,1437,475,ZDSF,3,I,4,I,5,I,1,I,1,5,I,2,I,,,1,I,5,I,h,w,NA,Rs Wv,crs,Bo,Sr,zw,p9,6,6,1,au en,-,,2,tg,F5,3.3 6.2,2,I,1,=,VU,VU,VU,-,RE,RE,-,-,-,-,-,-,-,-,-,-,3.362,3.362,Stipion calamagrostis,NA,,,,m,,,
Erysimum_odoratum,Erysimum,Erysimum odoratum,0,1,2240,Erysimum odoratum,Brassicaceae,-,54.11.12,-,1429,476,,4.5,I,5,I,4,I,1,I,1,4,I,3,I,,,1,I,5,I,k-t,w,NA,Wv,crs,Bo,Kv,zw,,06-juil,6 7,2,,2,,2,tg,D4,2.1 2.2 3.2 6.2,7,I,3,,EN,EN,EN,-,EN,EN,-,EN,EN,CR,RE,-,-,-,-,-,9.11,NA,,NA,,9.11,Festucetalia valesiacae,c i m,,,
Erysimum_sylvestre,Erysimum,Erysimum sylvestre,0,1,2253,Erysimum sylvestre,Brassicaceae,158600,54.11.2,-,1434,-,ZDSF,4,I,4,I,4,I,1,I,1,4,I,2,I,,m,3,I,5,I,h,w,NA,Wv,crs,Bo,Sr,zw,,04-ao_t,4 5 6 7 8,5,,1,,2,tg,E4,3.2 3.3 6.2 6.5,-,I,2,=,,,,,,,,,,,,,,,,,9.1,NA,,NA,,9.1,Festuco-Brometea,,,,
Euclidium_syriacum,Euclidium,Euclidium syriacum,0,1,2256,Euclidium syriacum,Brassicaceae,158900,54.16.1,620,1326,-,ZDSF,5,I,4,I,4,I,1,I,1,4,I,4,I,,,3,I,5,I,t,s,NA,-,rrr,Bo,Kv,zw,,05-juin,5 6,2,??,-,,1,,B6,2.1 2.2 3.5,7,A,5,=,CR,-,-,-,-,-,-,CR,-,CR,-,-,-,-,-,-,2.343,NA,,NA,,2.343,Sisymbrion,,,,
Euphorbia_barrelieri,Euphorbia,Euphorbia barrelieri,0,1,2304,Euphorbia barrelieri,Euphorbiaceae,-,80.3.30,-,-,-,,4.5,I,3,I,5,I,1.5,I,1,4,II,2,I,s,,3,I,5,I,c,t,NA,Rh,css,Au My,Sr,mo,,05-juil,5 6 7,3,my,-,,1,gg,E2a,3.2 6.2,-,I,2,=,,,,,,,,,,,,,,,,,9.13,NA,,NA,,9.13,Brometalia erecti,k m,,,
Euphorbia_characias,Euphorbia,Euphorbia characias,0,1,2270,Euphorbia characias,Euphorbiaceae,-,80.3.41,-,-,-,,5,II,3,I,4,II,1.5,I,1,4,II,2,I,ss,,1,II,5,I,n-z,w,NA,Rh,ccs,Au My,Sr,mo,,03-juin,3 4 5 6,4,my,-,,3,gg,C2,6.2 7.3 7.6 9.4,-,I,2,=,,,,,,,,,,,,,,,,,13.6,NA,,NA,,13.6,Pistacio lentisci-Rhamnetea alaterni,k m,,,
Euphorbia_maculata,Euphorbia,Euphorbia maculata,0,1,2266,Euphorbia maculata,Euphorbiaceae,160600,80.3.4,1309,1945,964,ZDSF,4.5,I,2,I,5,I,1.5,I,2,4,I,3,I,,,3,I,5,I,t,s,NA,-,rrr,Au My?,Kv,mo,p1,06-sept,6 7 8 9,4,my,-,,3,gg,A2,2.2 2.7,7,N,5,<,(LC),(NT),(NT),-,(LC),(LC),(LC),(LC),(NT),(LC),(NT),(VU),(LC),(LC),-,-,2.351,NA,,NA,,2.351,Polygonion avicularis,,,,
Euphorbia_nicaeensis,Euphorbia,Euphorbia nicaeensis,0,1,2296,Euphorbia nicaeensis,Euphorbiaceae,-,80.3.29.1,-,-,-,,4.5,II,3,I,5,II,1.5,I,2,4,II,2,I,,,3,II,5,I,c-g,w,NA,Wv,crs,Au My,Sr,mo,,05-juil,5 6 7,3,my,-,,2,gg,C2,3.2 3.3 6.2 7.3,-,I,2,,,,,,,,,,,,,,,,,,12.4,NA,,NA,,12.4,Rosmarinetea,k m,,,
Euphorbia_nutans,Euphorbia,Euphorbia nutans,0,1,2297,Euphorbia nutans,Euphorbiaceae,160700,80.3.1,1314,1943,962,ZDSF,5,I,2,I,4,I,2.5,I,2,4,I,3,I,,,3,I,5,I,t,s,NA,-,rrr,Au My,Kv,mo,,07-sept,7 8 9,3,my,-,,2,gg,A2a,2.1 2.2 2.7,7,N,5,<,(NT),(VU),(VU),-,(VU),(VU),(VU),(VU),(DD),(VU),-,(DD),(NT),(NT),-,-,2.331,NA,,NA,,2.331,Eragrostion,,697,,
Euphorbia_saxatilis,Euphorbia,Euphorbia saxatilis,1,0,2306,Euphorbia saxatilis,Euphorbiaceae,-,80.3.32,-,-,-,,3.5,I,4,I,3,II,1.5,I,1,5,I,2,I,,,1,II,5,II,c,t,NA,Rh,css,Au My,Sr,mo,,05-juin,5 6,2,my,-,,1,gg,E2c,3.2 3.3 6.2 9.1,-,I,2,=,,,,,,,,,,,,,,,,,14.2,NA,,NA,,14.2,Erico-Pinetea,c m,,,
Euphorbia_spinosa,Euphorbia,Euphorbia spinosa,0,1,2312,Euphorbia spinosa,Euphorbiaceae,-,80.3.17,-,-,-,,3.5,I,3,I,5,I,1.5,I,1,4,II,2,I,,m,1,I,5,I,c,w,NA,Wh,ccs,Au My,Sr,mo,,03-juin,3 4 5 6,4,my,-,,3,gg,D1,3.2 3.3 6.2 7.3,-,I,2,=,,,,,,,,,,,,,,,,,9.1,NA,,NA,,9.1,Festuco-Brometea,k m,,,
Euphorbia_taurinensis,Euphorbia,Euphorbia taurinensis,0,1,2313,Euphorbia taurinensis,Euphorbiaceae,-,80.3.27,-,1969,-,,4,II,4,I,4,I,2,I,1,3,I,3,I,,,3,I,5,I,t,s,NA,-,rrr,Au My,Kv,mo,,05-juin,5 6,2,my,-,,3,gg,D1,2.1 2.2 3.3 6.2,-,I,3,=,,,,,,,,,,,,,,,,,2.3,NA,,NA,,2.3,Stellarietea mediae,c k m,,,
Euphorbia_valliniana,Euphorbia,Euphorbia valliniana,1,0,2315,Euphorbia valliniana,Euphorbiaceae,-,80.3.33,-,-,-,,2.5,I,4,I,5,I,1.5,I,1,4,II,2,I,,,1,I,5,I,g,s,NA,Rh,css,Au My,Sr,mo,,06-juil,6 7,2,my,-,,2,gg,F2a*,3.2 3.3 6.5,-,I,1,=,,,,,,,,,,,,,,,,,3.211,NA,,NA,,3.211,Potentillion caulescentis,k m,,,
Euphorbia_variabilis,Euphorbia,Euphorbia variabilis,1,0,2316,Euphorbia variabilis,Euphorbiaceae,161700,80.3.34,-,1963,-,ZDSF,4,II,4,I,4,I,2,I,1,5,I,2,I,,,3,I,5,I,g,s,NA,Rh,css,Au My,Sr,mo,,04-juil,4 5 6 7,4,my,-,,2,gg,F3c,3.3 6.2 6.5 7.4,-,I,1,=,,,,,,,,,,,,,,,,,10.2116,NA,,NA,,10.2116,Caricenion austroalpinae,k m,,,
Euphorbia_villosa,Euphorbia,Euphorbia villosa,0,1,2323,Euphorbia villosa,Euphorbiaceae,-,80.3.7,-,-,-,,3.5,I,3,I,3,II,4,I,3,3,I,4,I,,m,5,I,5,I,g,s,NA,Rh,ccs,Au My,Au,mo,,05-juil,5 6 7,3,my,-,,4,gg,B6a,1.3 2.5 6.3 7.2,-,I,2,,,,,,,,,,,,,,,,,,11.32,NA,,NA,,11.32,Filipenduletalia ulmariae,c k l,,,
Fagopyrum_esculentum,Fagopyrum,Fagopyrum esculentum,0,1,2351,Fagopyrum esculentum,Polygonaceae,164700,39.4.1,485,910,180,ZDSF,4.5,I,2,I,4,I,2.5,I,1,4,I,3,I,,,3,I,5,I,t,s,NA,-,crr,At,Kv,zw,p1,07-oct,7 8 9 10,4,me my ps (au),-,,1,mg h e,B6a,2.1 2.2 2.5 2.9,7,A,5,<,NT,VU,VU,VU,NT,NT,NT,VU,VU,VU,EN,RE,EN,EN,RE,EN,2.3,NA,,NA,,2.3,Stellarietea mediae,,,H,
Fagopyrum_tataricum,Fagopyrum,Fagopyrum tataricum,0,1,2352,Fagopyrum tataricum,Polygonaceae,164800,39.4.2,486,911,181,ZDSF,4.5,I,3,I,4,I,2.5,I,1,2,I,3,I,,,3,I,5,I,t,s,NA,-,crr,At,Kv,zw,p1,07-oct,7 8 9 10,4,my me hm ps (ca),-,,1,mg h e,B6a,2.1 2.2 2.9,7,A,5,<,CR,RE,RE,RE,RE,RE,RE,RE,RE,RE,CR,CR,CR,CR,-,RE,2.3,NA,,NA,,2.3,Stellarietea mediae,,,H,
Festuca_alpina,Festuca,Festuca alpina,0,1,2365,Festuca alpina,Poaceae,165700,139.1.35.1,2630,360,2186,ZDSF,1,II,4,I,5,I,1.5,I,1,5,I,1,I,,,1,I,5,I,h,t,NA,Rs,ccs,Me,Ho,zw,,07-ao_t,7 8,2,an,2,,3,e,E1,2.4 3.2 3.3 6.5,2,I,1,=,LC,-,-,-,-,-,-,LC,LC,LC,LC,LC,LC,LC,LC,LC,3.211,3.211,Potentillion caulescentis,NA,,,,,,,
Festuca_austrodolomitica,Festuca,Festuca austrodolomitica,1,0,2366,Festuca austrodolomitica,Poaceae,-,139.1.34,-,-,-,,1,I,2,I,5,I,3,I,1,5,I,2,I,,,3,I,5,I,h,t,NA,Rs,ccs,Me,Ho,zw,,07-ao_t,7 8,2,an,2,,3,e,F4a*,3.3 6.6,-,I,1,=,,,,,,,,,,,,,,,,,3.321,NA,,NA,,3.321,Arabidion caeruleae,,,,
Festuca_brachystachys,Festuca,Festuca brachystachys,0,1,2431,Festuca brachystachys,Poaceae,-,139.1.15.1,-,-,-,,1.5,I,4,I,5,I,2,I,1,5,I,2,I,,,3,I,5,II,h,w,NA,Rs,ccs,Me,Ho,zw,,07-ao_t,7 8,2,an,2,,5,e,F8,3.2 6.5,-,I,1,=,,,,,,,,,,,,,,,,,10.2114,NA,,NA,,10.2114,Caricenion firmae,,,,
Festuca_dimorpha,Festuca,Festuca dimorpha,0,1,2425,Festuca dimorpha,Poaceae,-,139.1.9,-,-,-,,2,I,3,I,5,II,1.5,I,1,4,II,1,I,,,1,I,5,I,h,s,NA,Rs,ccs,Me,Ho Sr,zw,,05-juil,5 6 7,3,an,3,,4,e,F2a,3.2 3.3 6.2 6.5,-,I,1,=,,,,,,,,,,,,,,,,,3.31,NA,,NA,,3.31,Thlaspietalia rotundifolii,k,,,
Festuca_drymeia,Festuca,Festuca drymeia,0,1,2362,Festuca drymeia,Poaceae,-,139.1.4,-,-,-,,3,I,3,I,2,I,3,I,1,3,II,3,I,,,3,I,5,I,h,w,NA,Rs,ccs,Me,Ao Au,zw,,06-juil,6 7,2,an,-,,3,e,D1b,2.6 9.1 9.2,-,I,2,=,,,,,,,,,,,,,,,,,14.73,NA,,NA,,14.73,Fagetalia sylvaticae,c k m,,,
Festuca_heteropachys,Festuca,Festuca heteropachys,0,1,2392,Festuca heteropachys,Poaceae,167800,139.1.45,-,-,-,ZDSF,4.5,I,3,I,4,I,1.5,I,1,2,I,2,I,,,1,I,5,I,h,t,NA,Rs,css,Me,Ho,zw,,06-juil,6 7,2,an,2,,3,e,E5a,2.2 3.2 6.2 6.7,6,I,2,,LC,LC,LC,LC,LC,-,LC,-,-,-,-,-,-,-,-,-,9.1,NA,,NA,,9.1,Festuco-Brometea,c k l,,,
Festuca_intercedens,Festuca,Festuca intercedens,1,0,2368,Festuca intercedens,Poaceae,168000,139.1.31,-,-,2183,ZDSF,1,I,4,I,5,I,1,I,1,2,II,2,I,,,1,I,5,I,h,t,NA,Rs,ccs,Me,Ho,zw,,06-juil,6 7,2,an,2,,3,e,F1,2.2 2.5 3.3 6.5,2,I,1,=,LC,-,-,-,-,-,-,LC,LC,LC,LC,LC,LC,LC,LC,-,10.311,NA,,NA,,10.311,Oxytropido-Elynion,c k,,,
Festuca_nitida,Festuca,Festuca nitida,0,1,2443,Festuca nitida,Poaceae,-,139.1.23,-,-,-,,2,I,3,I,4,I,2.5,I,1,5,I,2,I,,,1,II,5,II,h,s?,NA,Rs,ccs,Me,Ho Sr,zw,,06-ao_t,6 7 8,3,an,2,,4,e,E4c,3.3 6.5 8.2 9.1,-,I,2,=,,,,,,,,,,,,,,,,,3.312,NA,,NA,,3.312,Petasition paradoxi,c k,,,
Festuca_quadriflora,Festuca,Festuca quadriflora,0,1,2437,Festuca quadriflora,Poaceae,170000,139.1.14,2623,348,2176,ZDSF,1,II,4,I,5,I,2.5,I,2,5,I,2,I,,m,3,I,5,I,h,w,NA,Rs,css,Me Dy,Ho,zw,,07-ao_t,7 8,2,an,2,,3,e,E3,3.2 3.3 3.4 6.5,2,I,1,=,LC,NT,NT,-,-,-,-,LC,LC,LC,LC,LC,LC,LC,LC,LC,10.211 10.311 3.3,10.211,Seslerion caeruleae,10.311,Oxytropido-Elynion,3.3,Thlaspietea rotundifolii,,,,
Festuca_rupicaprina,Festuca,Festuca rupicaprina,1,0,2371,Festuca rupicaprina,Poaceae,170400,139.1.33,2632,359,2185,ZDSF,1.5,I,3,I,5,I,2,I,1,5,I,2,I,,,3,I,5,I,h,t,NA,Rs,ccs,Me,Ho,zw,,06-ao_t,6 7 8,3,an,2,,3,e,F7,2.5 3.2 3.3 6.5,2,I,1,=,LC,-,-,-,-,-,-,LC,LC,LC,-,LC,VU,VU,VU,-,3.311 10.211 10.311,3.311,Thlaspion rotundifolii,10.211,Seslerion caeruleae,10.311,Oxytropido-Elynion,,,,
Festuca_scabriculmis,Festuca,Festuca scabriculmis,1,0,2438,Festuca scabriculmis,Poaceae,170650,139.1.13.1,-,-,-,ZDSF,1.5,I,4,I,5,I,1.5,I,1,2,II,2,I,,,3,I,5,I,h,w,NA,Rs,ccs,Me,Ho,zw,,06-ao_t,6 7 8,3,an,2,,5,e,F2a*,3.1 3.2 3.3 6.5,-,I,1,=,,,,,,,,,,,,,,,,,10.421,NA,,NA,,10.421,Festucion variae,c k,,,
Festuca_spectabilis,Festuca,Festuca spectabilis,0,1,2427,Festuca spectabilis,Poaceae,-,139.1.2,-,336,-,,4,II,4,I,3,I,2,I,1,5,I,2,I,,,1,I,5,I,h,s,NA,Rs,ccs,Me,Ho Sr,zw,,06-ao_t,6 7 8,3,an,2,,4,e,F4,3.2 3.3 9.1 9.3,-,I,1,=,,,,,,,,,,,,,,,,,3.362,NA,,NA,,3.362,Stipion calamagrostis,,,,
Festuca_stenantha,Festuca,Festuca stenantha,0,1,2372,Festuca stenantha,Poaceae,170900,139.1.36,-,358,2187,ZDSF,2.5,I,4,I,4,I,1,I,1,5,I,1,I,,,1,I,5,I,h,t,NA,Rs,ccs,Me,Ho,zw,,07-ao_t,7 8,2,an,2,,3,e,E4c,3.2 3.3 6.2 6.5,2,I,1,=,VU,-,-,-,-,-,-,-,-,-,-,VU,-,-,-,-,3.211,NA,,NA,,3.211,Potentillion caulescentis,,,,
Festuca_varia,Festuca,Festuca varia,1,0,2439,Festuca varia,Poaceae,-,139.1.17,-,-,-,,1.5,I,4,I,5,I,2,I,1,2,I,2,I,,m,3,I,5,I,h,w,NA,Rs,ccs,Me,Ho,zw,,06-ao_t,6 7 8,3,an,2,,5,e,E4b,3.2 3.3 6.5,-,I,1,=,,,,,,,,,,,,,,,,,10.421 14.41101,10.421,Festucion variae,14.41101,Phyteumo betonicifoliae-Quercetum castanosum,,,,229,,
Filago_gallica,Filago,Filago gallica,0,1,2450,Filago gallica,Asteraceae,172400,124.8.6,2065,3045,1747,ZDSF,5,I,2,I,4,I,1,I,1,2,I,3,I,s,,1,I,5,I,t,w,NA,-,rrr,Bo Ep,Kv,ve,,07-sept,7 8 9,3,au?,-,,1,h,C2c,2.1 2.2 6.2,7,I/A,4,,RE,RE,RE,RE,RE,RE,RE,-,-,-,RE,-,-,-,-,-,4.22,NA,,NA,,4.22,Tuberarietalia guttatae,,,,
Filago_lutescens,Filago,Filago lutescens,0,1,2453,Filago lutescens,Asteraceae,172600,124.8.2,-,3050,1743,ZDSF,5,I,2,I,4,I,1,I,1,2,I,3,I,,,1,I,5,I,t,w,NA,-,rrs,Bo Ep,Kv,ve,,07-sept,7 8 9,3,au?,-,,1,h,D2,2.1 2.2 3.1 6.2,7,I/A,4,,RE,RE,RE,-,RE,RE,RE,RE,RE,-,RE,-,RE,RE,-,RE,4.111,NA,,NA,,4.111,Thero-Airion,,,,
Filago_pyramidata,Filago,Filago pyramidata,0,1,2454,Filago pyramidata,Asteraceae,172800,124.8.3,2064,3049,1744,ZDSF,5,I,2,I,4,I,2,I,1,3,I,3,I,,,1,I,5,I,t,w,NA,-,rrs,Bo Ep,Kv,ve,p1,07-sept,7 8 9,3,au?,-,,1,h,C2,2.1 2.2 3.1 6.2,7,I/A,4,,RE,RE,RE,-,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,-,RE,4.2,NA,,NA,,4.2,Tuberarietea guttatae,,,,
Filago_vulgaris,Filago,Filago vulgaris,0,1,2455,Filago vulgaris,Asteraceae,172900,124.8.1,2062,3048,1742,ZDSF,4.5,I,4,I,4,I,1,I,1,3,II,3,I,s,,1,I,5,I,t,w,NA,-,rrs,Bo Ep,Kv,ve,p2,07-sept,7 8 9,3,au?,-,,1,h,C2,2.1 2.2 3.1 6.2,7,I/A,4,,CR,RE,RE,-,CR,CR,RE,RE,RE,-,RE,-,CR,RE,-,CR,4.111,NA,,NA,,4.111,Thero-Airion,,,,
Frangula_rupestris,Frangula,Frangula rupestris,0,1,2471,Frangula rupestris,Rhamnaceae,174100,81.3.2,-,2002,-,ZDSF,4.5,I,3,I,3,II,1,I,1,5,I,2,I,,,3,I,5,I,n,s,NA,Wh,ccs,En Dy,Sr,zw,,05-juil,5 6 7,3,,-,,1,mg,D1b,3.2 3.3 7.4 9.3,-,I,1,#REF!,,,,,,,,,,,,,,,,,13.3122,NA,,NA,,13.3122,Fraxino orni-Berberidenion,,,,
Fumana_ericoides,Fumana,Fumana ericoides,0,1,2484,Fumana ericoides,Cistaceae,174600,48.4.2,524,2050,1076,ZDSF,5,I,3,I,4,I,1,I,1,4,I,2,I,,,3,I,5,I,z,i,NA,Wh,crs,Me Ep,Sr,zw,p20,05-juil,5 6 7,3,,1,,1,,C2,3.2 6.1 6.2 7.3,6,I,2,,NT,-,-,-,-,-,-,EN,EN,EN,NT,-,NT,NT,-,-,9.131 9.113 12.4,9.131,Xerobromion,9.113,Stipo-Poion xerophilae,12.4,Rosmarinetea,,,,
Fumana_thymifolia,Fumana,Fumana thymifolia,0,1,2486,Fumana thymifolia,Cistaceae,-,48.4.3,-,-,-,,5,I,3,I,5,I,1,I,1,NA,-,2,I,,,3,I,5,I,z,i,NA,Wh,crs,Me Ep,Sr,zw,,04-juin,4 5 6,3,,1,,1,,C2,3.2 6.1 6.2 7.3,-,I,2,=,,,,,,,,,,,,,,,,,12.4,NA,,NA,,12.4,Rosmarinetea,k m,,,
Galeopsis_reuteri,Galeopsis,Galeopsis reuteri,1,0,2520,Galeopsis reuteri,Lamiaceae,-,108.8.4,-,-,-,,3.5,II,3,I,5,I,1.5,I,1,4,II,2,I,,,1,I,5,I,t,s,NA,-,rrr,Dy,Kv,zw,,06-sept,6 7 8 9,4,,-,,2,e,F2a*,2.2 2.5 3.3,-,I,3,,,,,,,,,,,,,,,,,,3.362,NA,,NA,,3.362,Stipion calamagrostis,k m,,,
Galium_baldense,Galium,Galium baldense,1,0,2537,Galium baldense,Rubiaceae,177900,119.4.41,-,2801,-,ZDSF,1.5,I,4,I,5,I,2,I,1,5,I,2,I,,,3,I,5,I,h,w,NA,Rs,css,En,Sr,zw,,07-sept,7 8 9,3,,1,,2,,F4a,3.2 3.3 6.5,-,I,1,=,,,,,,,,,,,,,,,,,10.211,NA,,NA,,10.211,Seslerion caeruleae,c f k,,,
Galium_cinereum,Galium,Galium cinereum,0,1,2546,Galium cinereum,Rubiaceae,-,119.4.20,-,-,-,,3.5,I,4,I,4,II,1.5,II,1,2,I,2,I,,,3,II,5,I,c,s,NA,Rs,css,En,Au,zw,,06-oct,6 7 8 9 10,5,,1,,2,,D1a,6.2 6.7 7.3 9.1,-,I,2,=,,,,,,,,,,,,,,,,,9.1,NA,,NA,,9.1,Festuco-Brometea,f k m,,,
Galium_corrudifolium,Galium,Galium corrudifolium,0,1,2547,Galium corrudifolium,Rubiaceae,178100,119.4.15,-,2808,-,ZDSF,5,I,3,I,4,I,1,I,1,4,I,2,I,,m,1,I,5,I,c,s,NA,Rs,css,En,Sr,zw,,06-oct,6 7 8 9 10,5,,1,,2,,D1,3.2 6.2 7.3 9.3,-,I,2,=,,,,,,,,,,,,,,,,,9.1,NA,,NA,,9.1,Festuco-Brometea,f k m,,,
Galium_divaricatum,Galium,Galium divaricatum,0,1,2563,Galium divaricatum,Rubiaceae,-,119.4.48,-,-,-,,4.5,II,3,I,5,I,1.5,I,1,2,II,2,I,s,,3,I,5,II,t,t,NA,-,rrr,Ep,Kv,zw,,05-juil,5 6 7,3,,-,,2,,C2,2.2 3.1 6.2 7.3,-,I,3,=,,,,,,,,,,,,,,,,,4.221,NA,,NA,,4.221,Tuberarion guttatae,c k m,,,
Galium_margaritaceum,Galium,Galium margaritaceum,1,0,2538,Galium margaritaceum,Rubiaceae,-,119.4.40,-,-,-,,2,II,3,I,5,I,1.5,II,1,5,I,1,I,,,1,I,5,I,h,w,NA,Rs,css,En,Kt Sr,zw,,07-sept,7 8 9,3,,1,,2,,F4a*,3.3,-,I,1,=,,,,,,,,,,,,,,,,,3.3121,NA,,NA,,3.3121,Petasitenion paradoxi,c k m,,,
Galium_megalospermum,Galium,Galium megalospermum,1,0,2568,Galium megalospermum,Rubiaceae,178800,119.4.36,1953,2799,1623,ZDSF,1.5,I,3,I,5,I,3.5,I,1,5,I,2,I,,,1,I,5,I,h,w,NA,Rs,css,En,Kt,zw,,07-ao_t,7 8,2,au my ca me le,-,,2,,F1,2.5 3.3,2,I,1,=,LC,-,-,-,-,-,-,LC,LC,LC,LC,LC,-,-,-,-,3.312 3.311,3.312,Petasition paradoxi,3.311,Thlaspion rotundifolii,,,,,,
Galium_meliodorum,Galium,Galium meliodorum,1,0,2549,Galium meliodorum,Rubiaceae,-,119.4.18,-,-,-,,2.5,I,4,I,4,II,2,I,1,5,I,2,I,,,1,I,5,I,c-h,s,NA,Rs,css,En,Sr,zw,,06-ao_t,6 7 8,3,,1,,2,,F8*,3.2 3.3 6.5 8.2,-,I,1,=,,,,,,,,,,,,,,,,,3.312,NA,,NA,,3.312,Petasition paradoxi,c k m,,,
Galium_montis_arerae,Galium,Galium montis arerae,1,0,2550,Galium montis-arerae,Rubiaceae,179100,119.4.17,-,2807,-,ZDSF,1.5,I,3,I,5,I,2,I,1,5,I,2,I,,,1,I,5,I,g-h,s?,NA,Rs,css,En,Au,zw,,06-ao_t,6 7 8,3,,1,,2,,F3c*,3.3,-,I,1,=,,,,,,,,,,,,,,,,,3.311,NA,,NA,,3.311,Thlaspion rotundifolii,f k m,,,
Galium_noricum,Galium,Galium noricum,1,0,2539,Galium noricum,Rubiaceae,-,119.4.42,-,-,-,,1.5,I,3,I,5,I,2.5,I,1,4,II,2,I,,,3,II,5,I,h,w,NA,Rs,css,En,Sr,zw,,07-sept,7 8 9,3,,1,,2,,E4c,3.2 3.3 6.5,-,I,1,=,,,,,,,,,,,,,,,,,3.321,NA,,NA,,3.321,Arabidion caeruleae,c k l,,,
